5	80	1	0	-1	-1	-1	1
5	101	1	0	-1	-1	-1	2
10	39	1	0	-1	-1	-1	3
10	56	1	0	-1	-1	-1	4
10	66	1	0	-1	-1	-1	5
10	77	1	0	-1	-1	-1	6
13	66	1	0.14	-1	-1	-1	7
13	156	1	0	-1	-1	-1	8
14	66	1	0.1	-1	-1	-1	9
14	184	1	0.03	-1	-1	-1	10
17	50	1	0.01	-1	-1	-1	11
21	84	1	0	-1	-1	-1	12
25	155	1	0	-1	-1	-1	13
25	156	1	0.12	-1	-1	-1	14
30	46	1	0.2	-1	-1	-1	15
35	156	1	0.08	-1	-1	-1	16
39	10	1	0	-1	-1	-1	17
39	41	1	0.02	-1	-1	-1	18
39	56	1	0	-1	-1	-1	19
39	61	1	0.06	-1	-1	-1	20
39	66	1	0.01	-1	-1	-1	21
39	77	1	0	-1	-1	-1	22
39	84	1	0.04	-1	-1	-1	23
39	87	1	0.17	-1	-1	-1	24
39	105	1	0	-1	-1	-1	25
39	114	1	0	-1	-1	-1	26
39	134	1	0	-1	-1	-1	27
39	171	1	0	-1	-1	-1	28
41	39	1	0.02	-1	-1	-1	29
41	72	1	0.02	-1	-1	-1	30
41	105	1	0	-1	-1	-1	31
44	152	1	0.1	-1	-1	-1	32
46	57	1	0.08	-1	-1	-1	33
46	66	1	0.11	-1	-1	-1	34
46	84	1	0.09	-1	-1	-1	35
47	156	1	0.03	-1	-1	-1	36
48	66	1	0.1	-1	-1	-1	37
48	178	1	0.09	-1	-1	-1	38
50	156	1	0.02	-1	-1	-1	39
53	56	1	0	-1	-1	-1	40
55	66	1	0	-1	-1	-1	41
55	79	1	0.06	-1	-1	-1	42
55	157	1	0	-1	-1	-1	43
56	10	1	0	-1	-1	-1	44
56	66	1	0	-1	-1	-1	45
57	46	1	0.46	-1	-1	-1	46
57	66	1	0.03	-1	-1	-1	47
58	178	1	0.04	-1	-1	-1	48
59	44	1	0.21	-1	-1	-1	49
59	66	1	0.25	-1	-1	-1	50
59	130	1	0.19	-1	-1	-1	51
61	41	1	0	-1	-1	-1	52
66	10	1	0	-1	-1	-1	53
66	13	1	0.03	-1	-1	-1	54
66	14	1	0.09	-1	-1	-1	55
66	17	1	0.05	-1	-1	-1	56
66	30	1	0.69	-1	-1	-1	57
66	35	1	0.04	-1	-1	-1	58
66	39	1	0.01	-1	-1	-1	59
66	41	1	0	-1	-1	-1	60
66	47	1	0.06	-1	-1	-1	61
66	48	1	0.06	-1	-1	-1	62
66	53	1	0	-1	-1	-1	63
66	55	1	0.01	-1	-1	-1	64
66	59	1	0.2	-1	-1	-1	65
66	84	1	0.03	-1	-1	-1	66
66	87	1	0.1	-1	-1	-1	67
66	99	1	0.09	-1	-1	-1	68
66	101	1	0	-1	-1	-1	69
66	105	1	0.04	-1	-1	-1	70
66	118	1	0.18	-1	-1	-1	71
66	119	1	0.03	-1	-1	-1	72
66	127	1	0.08	-1	-1	-1	73
66	135	1	0.09	-1	-1	-1	74
66	139	1	0	-1	-1	-1	75
66	148	1	0.06	-1	-1	-1	76
66	152	1	0	-1	-1	-1	77
66	156	1	0.14	-1	-1	-1	78
66	162	1	0.03	-1	-1	-1	79
66	184	1	0.09	-1	-1	-1	80
72	39	1	0.06	-1	-1	-1	81
72	61	1	0.03	-1	-1	-1	82
77	10	1	0	-1	-1	-1	83
77	39	1	0	-1	-1	-1	84
77	84	1	0	-1	-1	-1	85
79	25	1	0.04	-1	-1	-1	86
79	55	1	0	-1	-1	-1	87
80	101	1	0	-1	-1	-1	88
84	21	1	0	-1	-1	-1	89
84	39	1	0.04	-1	-1	-1	90
84	57	1	0.01	-1	-1	-1	91
84	66	1	0.02	-1	-1	-1	92
84	156	1	0	-1	-1	-1	93
87	39	1	0.07	-1	-1	-1	94
87	66	1	0.07	-1	-1	-1	95
89	127	1	0.09	-1	-1	-1	96
92	66	1	0	-1	-1	-1	97
98	25	1	0	-1	-1	-1	98
99	156	1	0.03	-1	-1	-1	99
5	1	0	-1	-1	-1	100	
66	1	0	-1	-1	-1	101	
112	1	0	-1	-1	-1	102	
153	1	0	-1	-1	-1	103	
39	1	0	-1	-1	-1	104	
66	1	0.05	-1	-1	-1	105	
101	1	0	-1	-1	-1	106	
153	1	0	-1	-1	-1	107	
39	1	0	-1	-1	-1	108	
79	1	0.17	-1	-1	-1	109	
66	1	0.12	-1	-1	-1	110	
66	1	0.05	-1	-1	-1	111	
25	1	0	-1	-1	-1	112	
178	1	0	-1	-1	-1	113	
66	1	0.05	-1	-1	-1	114	
89	1	0.06	-1	-1	-1	115	
59	1	0.17	-1	-1	-1	116	
39	1	0	-1	-1	-1	117	
66	1	0.1	-1	-1	-1	118	
141	1	0.06	-1	-1	-1	119	
66	1	0	-1	-1	-1	120	
155	1	0	-1	-1	-1	121	
164	1	0	-1	-1	-1	122	
25	1	0.02	-1	-1	-1	123	
66	1	0.02	-1	-1	-1	124	
92	1	0	-1	-1	-1	125	
156	1	0.03	-1	-1	-1	126	
59	1	0.2	-1	-1	-1	127	
66	1	0	-1	-1	-1	128	
112	1	0	-1	-1	-1	129	
25	1	0	-1	-1	-1	130	
25	1	0.19	-1	-1	-1	131	
39	1	0.17	-1	-1	-1	132	
66	1	0.1	-1	-1	-1	133	
79	1	0.16	-1	-1	-1	134	
98	1	0	-1	-1	-1	135	
116	1	0.01	-1	-1	-1	136	
121	1	0	-1	-1	-1	137	
140	1	0.14	-1	-1	-1	138	
55	1	0	-1	-1	-1	139	
46	1	0.57	-1	-1	-1	140	
139	1	0	-1	-1	-1	141	
39	1	0	-1	-1	-1	142	
48	1	0.07	-1	-1	-1	143	
58	1	0	-1	-1	-1	144	
124	1	0	-1	-1	-1	145	
14	1	0.02	-1	-1	-1	146	
66	1	0.06	-1	-1	-1	147	
1	66	1	0	-1	-1	-1	148
1	110	1	0	-1	-1	-1	149
2	66	1	0	-1	-1	-1	150
3	85	1	0	-1	-1	-1	151
4	54	1	0	-1	-1	-1	152
4	66	1	0	-1	-1	-1	153
4	123	1	0	-1	-1	-1	154
6	66	1	0	-1	-1	-1	155
7	66	1	0	-1	-1	-1	156
8	66	1	0	-1	-1	-1	157
9	66	1	0	-1	-1	-1	158
10	54	1	0	-1	-1	-1	159
10	123	1	0	-1	-1	-1	160
11	18	1	0	-1	-1	-1	161
12	85	1	0	-1	-1	-1	162
13	54	1	0	-1	-1	-1	163
13	123	1	0	-1	-1	-1	164
14	83	1	0	-1	-1	-1	165
15	99	1	0	-1	-1	-1	166
16	66	1	0	-1	-1	-1	167
17	66	1	0	-1	-1	-1	168
17	92	1	0	-1	-1	-1	169
18	11	1	0	-1	-1	-1	170
18	66	1	0	-1	-1	-1	171
19	54	1	0	-1	-1	-1	172
19	66	1	0	-1	-1	-1	173
19	75	1	0	-1	-1	-1	174
20	66	1	0	-1	-1	-1	175
20	123	1	0	-1	-1	-1	176
23	66	1	0	-1	-1	-1	177
24	66	1	0	-1	-1	-1	178
25	51	1	0	-1	-1	-1	179
25	66	1	0	-1	-1	-1	180
25	98	1	0	-1	-1	-1	181
25	121	1	0	-1	-1	-1	182
25	123	1	0	-1	-1	-1	183
27	66	1	0	-1	-1	-1	184
29	36	1	0	-1	-1	-1	185
29	176	1	0	-1	-1	-1	186
30	66	1	0	-1	-1	-1	187
31	66	1	0	-1	-1	-1	188
32	66	1	0	-1	-1	-1	189
32	123	1	0	-1	-1	-1	190
33	66	1	0	-1	-1	-1	191
33	123	1	0	-1	-1	-1	192
34	54	1	0	-1	-1	-1	193
34	66	1	0	-1	-1	-1	194
34	123	1	0	-1	-1	-1	195
35	66	1	0	-1	-1	-1	196
35	94	1	0	-1	-1	-1	197
35	149	1	0	-1	-1	-1	198
36	66	1	0	-1	-1	-1	199
36	106	1	0	-1	-1	-1	200
37	54	1	0	-1	-1	-1	201
37	66	1	0	-1	-1	-1	202
37	75	1	0	-1	-1	-1	203
37	76	1	0	-1	-1	-1	204
37	123	1	0	-1	-1	-1	205
37	160	1	0	-1	-1	-1	206
37	175	1	0	-1	-1	-1	207
38	157	1	0	-1	-1	-1	208
39	52	1	0	-1	-1	-1	209
39	76	1	0	-1	-1	-1	210
39	104	1	0	-1	-1	-1	211
39	123	1	0	-1	-1	-1	212
39	175	1	0	-1	-1	-1	213
40	66	1	0	-1	-1	-1	214
40	145	1	0	-1	-1	-1	215
41	54	1	0	-1	-1	-1	216
41	66	1	0	-1	-1	-1	217
42	66	1	0	-1	-1	-1	218
42	89	1	0	-1	-1	-1	219
